name,region,address,type1,type2,lon,lat,cluster
광명역 A환승주차장,광명시,경기 광명시 일직동 179-5,실내,지상,126.88445792475,37.4189791711302,2
광명역 B주차장,광명시,경기 광명시 덕안로 16,실내,지상,126.88257542497011,37.415583270599626,2
광명동굴 제1주차장,광명시,경기 광명시 가학동 10-4,실외,야외시설,126.865269960838,37.4236884819431,2
광명전통시장 공영주차장,광명시,경기 광명시 광명로 938,실내,지상,126.856111527313,37.4823488342608,0
철산동 삼각주마을 제1공영주차장,광명시,경기 광명시 철산동 606-9,실외,노외,126.868533514915,37.4944200478938,0
광명전통시장 제2공영주차장,광명시,경기 광명시 광명동 105-8 지하1층,실외,노상,126.85663492061,37.481448101939,0
철산동 지하공영주차장,광명시,경기 광명시 시청로 20,실내,지하,126.86513676955036,37.477004786757576,0
광명사거리 공영주차장,광명시,경기 광명시 광명로887번길 22,실외,노외,126.851586000189,37.4792978283442,0
광명역 D주차장,광명시,경기 광명시 서독로 392,실내,지상,126.883177420938,37.41346196795725,2
광명역 C주차장,광명시,경기 광명시 일직동 171-1,실외,노외,126.885904247816,37.4207671141188,2
광명동굴 제2주차장,광명시,경기 광명시 가학동 산 26-3,실외,야외시설,126.867055539761,37.4240637948583,2
AK플라자 광명 지하주차장,광명시,경기 광명시 양지로 17,실내,지하,126.882889156892,37.418680381669,2
광명역사컨벤션웨딩홀 제1주차장,광명시,경기 광명시 광명역로 28,실외,건물주변,126.88674233140948,37.41651988998812,2
매화쌈밥 광명점 주차장,광명시,경기 광명시 밤일로 36,실내,건물주변,126.860332022319,37.4526529921809,1
광명시민체육관 주차장,광명시,경기 광명시 오리로 703,실외,노외,126.872397757608,37.4626840868261,1
투루파킹 광명역점 주차장,광명시,경기 광명시 일직동 464-6 KTX 광명역 C 주차장,실외,노외,126.88588116,37.41975101,2
