name,region,address,type1,type2,lon,lat
나이스파크 시티오브드림 주차장,평택시,경기 평택시 고덕여염9길 20,미분류,미분류,127.0488984407796,37.03914222421363
국제대학교 국제관 주차장,평택시,경기 평택시 장안웃길 56,실외,건물주변,127.0808008,37.06595878
맥도날드 평택세교DT점 주차장,평택시,경기 평택시 경기대로 570,실외,건물주변,127.0844706,37.00542351
LG전자 주차장,평택시,경기 평택시 진위면 청호리 367,미분류,미분류,127.0943478,37.12580092
불난버섯집 주차장,평택시,경기 평택시 고덕면 고덕북로 63,실외,건물주변,127.0329884,37.07422922
서부공설운동장 주차장1,평택시,경기 평택시 청북읍 후사리 285-8,실외,야외시설,126.9433472,37.02968467
꿈의도시두드림 주차장,평택시,경기 평택시 통복시장로6번길 37,실내,지상,127.0868263,36.99562993
안정주차장,평택시,경기 평택시 팽성읍 안정순환로 119,실외,건물주변,127.042502,36.95905648
농성공영주차장,평택시,경기 평택시 팽성읍 안정리 42-14,실외,노외,127.0456298,36.96454655
홈플러스평택안중점 주차장,평택시,경기 평택시 안중읍 서동대로 1489,실외,건물주변,126.9158925,36.99030919
안정리 임시공영주차장,평택시,경기 평택시 팽성읍 안정리 40-2,미분류,미분류,127.0462394,36.96217564
평택농업기술센터 주차장,평택시,경기 평택시 오성면 청오로 33-58,실외,건물주변,126.9804439,37.01419803
경기제일신협 주차장,평택시,경기 평택시 안중읍 안중리 307-28,실외,건물주변,126.9290945,36.98423198
하이파킹 평택슬로진위 주차장,평택시,경기 평택시 진위면 진위2산단로 15-35,미분류,미분류,127.0664946,37.12230062
공영주차장,평택시,경기 평택시 팽성읍 안정리 39-9,미분류,미분류,127.0459025,36.96188787
썬앤문주차타워 주차장,평택시,경기 평택시 고덕여염7길 21,실내,지상,127.0473434,37.03830305
나이스파크 카페 베네 송탄출장소 주차장,평택시,경기 평택시 관광특구로 32,실외,노상,127.0622415,37.0664852
대창P타워 민영 주차장,평택시,경기 평택시 고덕중앙로 200-5,미분류,미분류,127.0448732,37.04737136
아마노 시계탑주차장,평택시,경기 평택시 비전5로 21,실외,건물주변,127.1135817,37.0007354
평택호관광지 주차장3,평택시,경기 평택시 현덕면 권관리 536-49,실외,야외시설,126.9106311,36.91507728
그랜드메디컬타워 주차장,평택시,경기 평택시 고덕갈평5길 32,실내,지하,127.0475626,37.05640286
로이드빌딩 주차장,평택시,경기 평택시 평남로 862,미분류,미분류,127.1114917,37.00046526
Tmap주차 함박산프라자 주차장,평택시,경기 평택시 고덕로3길 27,실내,지하,127.02638612125982,37.03811312818335
Tmap주차 서부환경지제동 민영 주차장,평택시,경기 평택시 지제로 72,미분류,미분류,127.0640736,37.0209071
평택항 임시화물공영주차장,평택시,경기 평택시 포승읍 만호리 340-21,실외,노상,126.8533998,36.95316346
밥심 주차장,평택시,경기 평택시 고덕면 방축리 388,실외,건물주변,127.0416663,37.02363329
평택시송탄출장소 1주차장,평택시,경기 평택시 경기대로 1366,실외,건물주변,127.0645057,37.06586423
지산제1공영주차장,평택시,경기 평택시 지산2로 86,실내,지상,127.06129947220136,37.07926035605948
가이아프레지던스 주차장,평택시,경기 평택시 지산로 10,실내,지하,127.05590889791397,37.07886835080419
서정공영주차장,평택시,경기 평택시 서정동 874-7,실외,야외시설,127.0548169,37.06474817
덕심공빌딩 주차장,평택시,경기 평택시 용죽5길 10,실내,지상,127.1262876,36.99367971
합정3-4공영주차장,평택시,경기 평택시 합정동 924-3,실외,노외,127.1008818,36.98867408
에이치엠,평택시,경기 평택시 고덕면 방축3길 47,미분류,미분류,127.0419653,37.0210498
태강주차타워,평택시,경기 평택시 서재6길 2-3,실내,지상,127.0968571,37.00899512
안중백병원 주차장2,평택시,경기 평택시 안중읍 서동대로 1931-21,실외,건물주변,126.9589247,37.00378685
미투빌딩 주차장,평택시,경기 평택시 비전5로 22,실내,지하,127.11418057594504,37.00004370024199
수원지방검찰청평택지청 주차장,평택시,경기 평택시 평남로 1040,실내,지상,127.09574411165026,37.01025393543134
안중송담제2공영주차장,평택시,경기 평택시 안중읍 송담리 843-6,실외,노외,126.9270159,36.9790794
나이스파크 평택BYC 주차장,평택시,경기 평택시 비전동 844-1,실외,야외시설,127.1131505,36.99396094
평택프리미엄아울렛 주차장,평택시,경기 평택시 경기대로 945,실내,지하,127.06947664364324,37.03372820244421
스타주차타워,평택시,경기 평택시 모산영신2길 34 2~4층,실내,지상,127.0884477,37.0181918
깔끔이 고덕동 2186-1 나대지 민영 주차장,평택시,경기 평택시 고덕동 2186-1,실외,노외,127.0473433,37.04107107
합정3-2공영주차장,평택시,경기 평택시 합정동 898-14,실외,건물주변,127.1054456,36.99009247
엔에프써밋스퀘어고덕 주차장,평택시,경기 평택시 고덕중앙로 200-18,미분류,미분류,127.0448924,37.0468617
디어아롬 주차장,평택시,경기 평택시 용이동 444-3,실외,건물주변,127.1361889,36.99812344
이충레포츠공원 지하주차장,평택시,경기 평택시 이충동 산 19-11,실내,지하,127.0723761,37.06536951
"나이스파크 평택 센텀스카이 1,2주차장",평택시,경기 평택시 중앙2로 13,미분류,미분류,127.0885293,36.99196793
하이파킹 평택송탄역클래시아 주차장,평택시,경기 평택시 탄현로 261,미분류,미분류,127.0549497,37.07591509
신장근린공원 주차장2,평택시,경기 평택시 신장동 338,실외,야외시설,127.0520238,37.08404559
키네틱시네마 주차장,평택시,경기 평택시 관광특구로 19,실외,노상,127.0609078,37.06725126
서정전통 공영주차장,평택시,경기 평택시 정암로 11,실외,노상,127.0551543,37.05714116
성심주차장,평택시,경기 평택시 통복시장2로 42,실외,건물주변,127.0872418,36.99550798
송화1리 임시공영주차장,평택시,경기 평택시 팽성읍 송화리 788-2,실외,노외,127.059355,36.96225343
삼성생명평택빌딩 주차장,평택시,경기 평택시 평택2로 34,미분류,미분류,127.0899358,36.9936975
인화루 주차장,평택시,경기 평택시 탄현로 283,실외,건물주변,127.0551506,37.07787338
안중송담제3공영주차장,평택시,경기 평택시 안중읍 안중리 463-5,실외,노외,126.9329375,36.98332961
참사랑요양원 전용주차장,평택시,경기 평택시 합정동 974-5,실외,건물주변,127.114871,36.98911497
퍼스트건물관리,평택시,경기 평택시 신장1로17번길 22,실내,지상,127.0507871,37.08261181
좌율 공영주차장,평택시,경기 평택시 이충동 591-1,실외,노외,127.0674652,37.0644015
서정 제3 공영주차장,평택시,경기 평택시 서정로 229,실외,노상,127.0587709,37.06607626
서정 제4공영주차장,평택시,경기 평택시 정암로 23,실외,노상,127.0564426,37.05699368
트럭헬퍼 화물차주차장 평택 도곡리점,평택시,경기 평택시 포승읍 도곡리 943-33,실외,노외,126.8789381,36.98419737
깔끔이주차장,평택시,경기 평택시 고덕동 2183-7,실외,노외,127.0472058,37.04176378
퀸즈주차타워,평택시,경기 평택시 비전9길 12-12,실내,지상,127.1097288,37.00269708
파주옥 주차장,평택시,경기 평택시 비전동 47-10,실외,건물주변,127.1058823,37.00998563
평택호관광지 주차장1,평택시,경기 평택시 현덕면 권관리 536-21,실외,야외시설,126.9075487,36.91481856
깔끔이 고덕동 2010-4 나대지 주차장,평택시,경기 평택시 고덕동 2010-4,실외,노상,127.0508853,37.04577439
나이스파크 꿈땅주차장,평택시,경기 평택시 고덕면 효덕새싹길 106,미분류,미분류,127.0401215,37.02312165
원평동행정복지센터 주차장,평택시,경기 평택시 원평2로 9,실외,건물주변,127.0803195,36.98900344
합정3-3공영주차장,평택시,경기 평택시 합정동 933-1,실외,노외,127.1039435,36.98711211
지산초록공원 제2주차장,평택시,경기 평택시 지산동 694-1,실외,야외시설,127.0610143,37.07685951
송현성당 주차장,평택시,경기 평택시 서정동 2-19,실외,건물주변,127.0653689,37.07035677
