region,address,name,type1,type2,lon,lat
용인시 수지구,경기 용인시 수지구 용구대로 2701,테이스티에비뉴 주차장,실외,건물주변,127.10861527750971,37.32676410484103
용인시 수지구,경기 용인시 수지구 이종무로 131,고기리막국수 제2주차장,실외,건물주변,127.04280339731172,37.35929735755481
용인시 수지구,경기 용인시 수지구 죽전로 152,단국대학교 죽전캠퍼스 범정관 주차장,실외,건물주변,127.126635590358,37.3222527426077
용인시 수지구,경기 용인시 수지구 풍덕천동 782,수지로 노상공영주차장,실외,노상,127.096415433047,37.3262836121005
용인시 수지구,경기 용인시 수지구 고기동 400-14,뮤지엄그라운드 주차장,실외,건물주변,127.04375878793,37.3565580637706
용인시 수지구,경기 용인시 수지구 용구대로 2750,죽전효성해링턴플레이스 주차장,미분류,미분류,127.109900034776,37.3311581517223
용인시 수지구,경기 용인시 수지구 광교중앙로296번길 6,광교어드밴스힐 주차장,실내,지하,127.069979892738,37.2959832798017
용인시 수지구,경기 용인시 수지구 정평로 144,현성투,실내,지상,127.096131952813,37.3255322916387
용인시 수지구,경기 용인시 수지구 수지로 217,나이스파크 용인 부광주차타워 주차장,실내,지상,127.084084940643,37.3206077700595
용인시 수지구,경기 용인시 수지구 풍덕천로139번길 16-5,아미노 민영 주차장,미분류,미분류,127.096179766736,37.3253356475012
용인시 수지구,경기 용인시 수지구 광교중앙로296번길 4,골든풍산리치안 오피스텔 주차장,실내,지하,127.069637084353,37.2960411483663
용인시 수지구,경기 용인시 수지구 수지로 203,카카오T 이마트수지점 지상주차장,실내,지상,127.083357509831,37.3198214123241
용인시 수지구,경기 용인시 수지구 광교중앙로296번길 14,광교푸르지오시티3단지 주차장,미분류,미분류,127.070170440167,37.2971364943755
용인시 수지구,경기 용인시 수지구 신봉1로 68,라라필라테스 수지신봉점 주차장,미분류,미분류,127.077952122327,37.3228795991574
용인시 수지구,경기 용인시 수지구 광교중앙로 310,신명프라자 주차장,실내,지하,127.069746860611,37.2976701585867
용인시 수지구,경기 용인시 수지구 수지로 62,카카오T 롯데슈퍼프레시 수지1점 주차장,미분류,미분류,127.07604546708257,37.30838500357426
